Order_ID,Order_Date,Customer_ID,City,Category,Product,Quantity,Unit_Price,Discount,Sales,Profit,Sales_Channel
ORD10237,2025-07-06,CUST1008,Ghaziabad,Furniture,Office Chair,4,8500,0.0,34000.0,9905.74,Store
ORD10238,2025-11-22,CUST1152,Noida,Clothing,T-Shirt,3,900,0.0,2700.0,987.07,Store
ORD10239,2025-12-15,CUST1058,Chandigarh,Electronics,Laptop,5,55000,0.15,233750.0,54346.48,Store
ORD10240,2025-09-16,CUST1135,Noida,Electronics,Monitor,3,12000,0.15,30600.0,6887.12,Store
ORD10241,2025-05-28,CUST1094,Jaipur,Electronics,Smartphone,3,22000,0.05,62700.0,22592.12,Store
ORD10242,2025-09-09,CUST1136,Delhi,Furniture,Table Lamp,2,1800,0.15,3060.0,612.67,Online
ORD10243,2025-12-12,CUST1126,Faridabad,Electronics,Headphones,2,2500,0.1,4500.0,1600.75,Store
ORD10244,2025-05-27,CUST1190,Chandigarh,Clothing,T-Shirt,1,900,0.0,900.0,246.55,Store
ORD10245,2025-05-28,CUST1232,Gurgaon,Clothing,Jeans,5,1800,0.15,7650.0,2458.98,Store
ORD10246,2025-12-18,CUST1010,Chandigarh,Home & Kitchen,Mixer,5,4500,0.15,19125.0,6668.36,Online
ORD10247,2025-07-18,CUST1059,Jaipur,Furniture,Table Lamp,2,1800,0.0,3600.0,1100.04,Store
ORD10248,2025-11-04,CUST1158,Faridabad,Clothing,Jeans,1,1800,0.05,1710.0,327.27,Online
ORD10249,2025-05-08,CUST1227,Gurgaon,Clothing,Sneakers,3,2800,0.0,8400.0,2107.04,Store
ORD10250,2025-02-08,CUST1018,Ghaziabad,Home & Kitchen,Cookware Set,1,3500,0.15,2975.0,583.74,Online
ORD10251,2025-12-04,CUST1086,Jaipur,Home & Kitchen,Cookware Set,5,3500,0.15,14875.0,5492.27,Online
ORD10252,2025-12-26,CUST1002,Ghaziabad,Clothing,T-Shirt,4,900,0.2,2880.0,675.1,Online
ORD10253,2025-05-09,CUST1207,Noida,Home & Kitchen,Air Fryer,4,7000,0.1,25200.0,4711.75,Online
ORD10254,2025-09-24,CUST1165,Ghaziabad,Furniture,Table Lamp,4,1800,0.2,5760.0,1712.54,Online
ORD10255,2025-05-31,CUST1030,Chandigarh,Furniture,Table Lamp,3,1800,0.1,4860.0,1699.47,Store
ORD10256,2025-10-25,CUST1106,Gurgaon,Home & Kitchen,Air Fryer,1,7000,0.2,5600.0,1948.72,Store
ORD10257,2025-04-09,CUST1193,Faridabad,Furniture,Table Lamp,1,1800,0.15,1530.0,359.1,Store
ORD10258,2025-09-20,CUST1010,Ghaziabad,Electronics,Smartphone,2,22000,0.05,41800.0,14178.26,Store
ORD10259,2025-09-09,CUST1112,Ghaziabad,Home & Kitchen,Cookware Set,3,3500,0.1,9450.0,2290.9,Online
ORD10260,2025-05-24,CUST1054,Faridabad,Electronics,Monitor,4,12000,0.05,45600.0,10387.76,Online
ORD10261,2025-12-12,CUST1020,Noida,Home & Kitchen,Cookware Set,1,3500,0.05,3325.0,758.98,Store
ORD10262,2025-04-22,CUST1111,Ghaziabad,Electronics,Smartphone,3,22000,0.2,52800.0,18747.02,Store
ORD10263,2025-03-01,CUST1230,Ghaziabad,Electronics,Monitor,2,12000,0.1,21600.0,7612.61,Store
ORD10264,2025-01-02,CUST1004,Faridabad,Furniture,Table Lamp,5,1800,0.05,8550.0,2189.5,Online
ORD10265,2025-10-31,CUST1004,Ghaziabad,Home & Kitchen,Mixer,4,4500,0.0,18000.0,4722.47,Store
ORD10266,2025-09-11,CUST1132,Jaipur,Electronics,Smartphone,5,22000,0.05,104500.0,27974.97,Store
ORD10267,2025-05-20,CUST1060,Noida,Electronics,Headphones,2,2500,0.1,4500.0,1467.16,Online
ORD10268,2025-02-06,CUST1058,Jaipur,Home & Kitchen,Air Fryer,3,7000,0.2,16800.0,3877.69,Online
ORD10269,2025-06-09,CUST1228,Jaipur,Home & Kitchen,Air Fryer,4,7000,0.1,25200.0,7357.4,Online
ORD10270,2025-01-09,CUST1113,Noida,Electronics,Laptop,1,55000,0.05,52250.0,15973.64,Store
ORD10271,2025-08-21,CUST1045,Delhi,Clothing,Jacket,3,3200,0.0,9600.0,1856.42,Online
ORD10272,2025-04-09,CUST1219,Chandigarh,Furniture,Desk,4,11000,0.15,37400.0,8335.33,Store
ORD10273,2025-05-27,CUST1090,Ghaziabad,Home & Kitchen,Air Fryer,4,7000,0.1,25200.0,5846.47,Online
ORD10274,2025-10-31,CUST1205,Noida,Electronics,Monitor,5,12000,0.05,57000.0,17846.57,Online
ORD10275,2025-07-27,CUST1051,Ghaziabad,Home & Kitchen,Cookware Set,5,3500,0.0,17500.0,3396.34,Online
ORD10276,2025-05-11,CUST1093,Ghaziabad,Clothing,Jeans,3,1800,0.05,5130.0,1053.98,Store
ORD10277,2025-06-01,CUST1100,Jaipur,Electronics,Laptop,5,55000,0.05,261250.0,50298.29,Store
ORD10278,2025-02-23,CUST1057,Faridabad,Electronics,Monitor,2,12000,0.1,21600.0,6320.8,Store
ORD10279,2025-04-30,CUST1031,Faridabad,Clothing,T-Shirt,4,900,0.15,3060.0,1079.96,Store
ORD10280,2025-06-10,CUST1108,Gurgaon,Clothing,T-Shirt,4,900,0.2,2880.0,1054.68,Store
ORD10281,2025-04-26,CUST1014,Gurgaon,Furniture,Desk,4,11000,0.1,39600.0,12865.15,Store
ORD10282,2025-03-16,CUST1044,Delhi,Home & Kitchen,Bedsheet,2,1600,0.0,3200.0,718.91,Online
ORD10283,2025-04-23,CUST1107,Delhi,Electronics,Monitor,3,12000,0.15,30600.0,7835.44,Online
ORD10284,2025-04-14,CUST1070,Chandigarh,Electronics,Monitor,2,12000,0.0,24000.0,5415.08,Online
ORD10285,2025-12-06,CUST1176,Chandigarh,Electronics,Headphones,3,2500,0.15,6375.0,2259.32,Online
ORD10286,2025-09-11,CUST1142,Delhi,Clothing,Jeans,2,1800,0.15,3060.0,680.72,Online
ORD10287,2025-08-15,CUST1087,Gurgaon,Clothing,Jeans,5,1800,0.05,8550.0,3001.11,Online
ORD10288,2025-04-22,CUST1085,Faridabad,Furniture,Table Lamp,1,1800,0.1,1620.0,515.58,Online
ORD10289,2025-04-09,CUST1196,Chandigarh,Home & Kitchen,Mixer,1,4500,0.0,4500.0,1573.88,Store
ORD10290,2025-06-02,CUST1061,Gurgaon,Clothing,T-Shirt,1,900,0.0,900.0,165.51,Store
ORD10291,2025-12-15,CUST1177,Delhi,Clothing,Jeans,3,1800,0.0,5400.0,1196.96,Store
ORD10292,2025-12-04,CUST1005,Gurgaon,Furniture,Desk,2,11000,0.0,22000.0,6474.03,Store
ORD10293,2025-07-13,CUST1144,Noida,Home & Kitchen,Bedsheet,1,1600,0.05,1520.0,547.94,Online
ORD10294,2025-11-06,CUST1099,Noida,Furniture,Bookshelf,4,6000,0.15,20400.0,6299.63,Online
ORD10295,2025-06-12,CUST1068,Jaipur,Electronics,Laptop,5,55000,0.15,233750.0,63353.37,Store
ORD10296,2025-07-27,CUST1155,Ghaziabad,Furniture,Desk,5,11000,0.15,46750.0,9625.09,Online
ORD10297,2025-06-18,CUST1191,Gurgaon,Furniture,Table Lamp,2,1800,0.15,3060.0,690.33,Online
ORD10298,2025-06-10,CUST1244,Noida,Furniture,Table Lamp,3,1800,0.15,4590.0,1249.67,Store
ORD10299,2025-03-09,CUST1171,Noida,Furniture,Bookshelf,4,6000,0.0,24000.0,7212.57,Online
ORD10300,2025-10-16,CUST1152,Faridabad,Electronics,Smartphone,3,22000,0.15,56100.0,15446.24,Store
ORD10301,2025-10-04,CUST1055,Delhi,Clothing,T-Shirt,4,900,0.2,2880.0,728.88,Online
ORD10302,2025-10-31,CUST1198,Faridabad,Home & Kitchen,Air Fryer,2,7000,0.05,13300.0,3863.38,Store
ORD10303,2025-05-15,CUST1114,Noida,Furniture,Bookshelf,3,6000,0.2,14400.0,2862.31,Store
ORD10304,2025-07-14,CUST1008,Ghaziabad,Furniture,Desk,1,11000,0.15,9350.0,3175.23,Store
ORD10305,2025-05-08,CUST1198,Jaipur,Clothing,Sneakers,3,2800,0.2,6720.0,1961.81,Store
ORD10306,2025-02-02,CUST1119,Delhi,Electronics,Smartphone,1,22000,0.15,18700.0,4339.41,Online
ORD10307,2025-06-25,CUST1162,Faridabad,Home & Kitchen,Mixer,5,4500,0.2,18000.0,4229.33,Store
ORD10308,2025-01-22,CUST1027,Ghaziabad,Furniture,Desk,2,11000,0.1,19800.0,6881.56,Online
ORD10309,2025-08-26,CUST1162,Gurgaon,Electronics,Smartphone,1,22000,0.15,18700.0,4415.62,Store
ORD10310,2025-06-07,CUST1221,Delhi,Home & Kitchen,Cookware Set,5,3500,0.1,15750.0,5394.65,Store
ORD10311,2025-02-07,CUST1121,Noida,Furniture,Desk,2,11000,0.1,19800.0,4516.05,Store
ORD10312,2025-08-18,CUST1216,Gurgaon,Home & Kitchen,Air Fryer,4,7000,0.15,23800.0,7549.07,Store
ORD10313,2025-12-31,CUST1240,Ghaziabad,Electronics,Smartphone,4,22000,0.15,74800.0,20563.49,Store
ORD10314,2025-02-20,CUST1180,Gurgaon,Furniture,Table Lamp,2,1800,0.0,3600.0,1195.29,Online
ORD10315,2025-09-21,CUST1023,Jaipur,Electronics,Smartphone,2,22000,0.05,41800.0,10752.82,Online
ORD10316,2025-10-10,CUST1091,Noida,Furniture,Office Chair,4,8500,0.1,30600.0,6464.33,Online
ORD10317,2025-01-27,CUST1168,Faridabad,Electronics,Monitor,5,12000,0.05,57000.0,17953.81,Online
ORD10318,2025-08-14,CUST1200,Chandigarh,Furniture,Bookshelf,1,6000,0.15,5100.0,1706.28,Online
ORD10319,2025-10-04,CUST1047,Jaipur,Home & Kitchen,Bedsheet,3,1600,0.15,4080.0,843.43,Online
ORD10320,2025-10-13,CUST1181,Jaipur,Home & Kitchen,Air Fryer,5,7000,0.1,31500.0,7162.12,Store
ORD10321,2025-04-07,CUST1137,Noida,Home & Kitchen,Cookware Set,4,3500,0.15,11900.0,3968.02,Store
ORD10322,2025-10-11,CUST1219,Chandigarh,Home & Kitchen,Mixer,2,4500,0.1,8100.0,1608.34,Online
ORD10323,2025-11-13,CUST1190,Noida,Clothing,Jacket,2,3200,0.15,5440.0,1652.01,Online
ORD10324,2025-10-31,CUST1168,Jaipur,Home & Kitchen,Cookware Set,3,3500,0.15,8925.0,3359.37,Store
ORD10325,2025-05-27,CUST1131,Gurgaon,Furniture,Desk,1,11000,0.1,9900.0,1835.9,Online
ORD10326,2025-01-04,CUST1206,Chandigarh,Clothing,T-Shirt,4,900,0.15,3060.0,561.94,Online
ORD10327,2025-02-04,CUST1175,Faridabad,Clothing,Jacket,4,3200,0.0,12800.0,4143.31,Store
ORD10328,2025-07-11,CUST1209,Jaipur,Furniture,Table Lamp,5,1800,0.2,7200.0,2637.59,Online
ORD10329,2025-02-18,CUST1203,Ghaziabad,Home & Kitchen,Bedsheet,1,1600,0.15,1360.0,434.86,Online
ORD10330,2025-01-17,CUST1068,Faridabad,Clothing,T-Shirt,3,900,0.0,2700.0,1000.0,Store
ORD10331,2025-06-21,CUST1169,Chandigarh,Electronics,Headphones,1,2500,0.2,2000.0,522.71,Online
ORD10332,2025-08-08,CUST1012,Noida,Furniture,Bookshelf,5,6000,0.0,30000.0,9688.26,Online
ORD10333,2025-06-07,CUST1069,Faridabad,Home & Kitchen,Bedsheet,2,1600,0.2,2560.0,705.82,Online
ORD10334,2025-02-15,CUST1201,Ghaziabad,Electronics,Smartphone,4,22000,0.0,88000.0,20458.84,Online
ORD10335,2025-01-06,CUST1224,Delhi,Electronics,Monitor,3,12000,0.0,36000.0,13214.25,Store
ORD10336,2025-04-09,CUST1015,Delhi,Home & Kitchen,Mixer,4,4500,0.15,15300.0,4392.83,Online
ORD10337,2025-08-21,CUST1021,Noida,Clothing,Jeans,4,1800,0.2,5760.0,1992.29,Store
ORD10338,2025-02-06,CUST1055,Chandigarh,Electronics,Monitor,1,12000,0.2,9600.0,2419.96,Store
ORD10339,2025-10-07,CUST1086,Faridabad,Clothing,Sneakers,4,2800,0.15,9520.0,2689.08,Store
ORD10340,2025-12-15,CUST1001,Chandigarh,Furniture,Table Lamp,2,1800,0.1,3240.0,749.35,Store
ORD10341,2025-10-29,CUST1012,Jaipur,Furniture,Desk,1,11000,0.05,10450.0,3214.73,Store
ORD10342,2025-06-30,CUST1185,Ghaziabad,Clothing,Jacket,3,3200,0.15,8160.0,2334.34,Online
ORD10343,2025-04-05,CUST1084,Delhi,Electronics,Laptop,3,55000,0.1,148500.0,43140.2,Online
ORD10344,2025-04-09,CUST1043,Faridabad,Home & Kitchen,Mixer,1,4500,0.0,4500.0,1512.84,Store
ORD10345,2025-07-07,CUST1192,Jaipur,Electronics,Laptop,2,55000,0.2,88000.0,25721.72,Store
ORD10346,2025-04-26,CUST1049,Delhi,Clothing,Jacket,1,3200,0.0,3200.0,693.32,Online
ORD10347,2025-07-10,CUST1183,Delhi,Furniture,Table Lamp,5,1800,0.1,8100.0,1652.62,Online
ORD10348,2025-09-10,CUST1127,Jaipur,Home & Kitchen,Mixer,3,4500,0.1,12150.0,3522.05,Online
ORD10349,2025-06-10,CUST1200,Ghaziabad,Electronics,Laptop,4,55000,0.1,198000.0,58963.57,Online
ORD10350,2025-09-13,CUST1045,Gurgaon,Home & Kitchen,Mixer,4,4500,0.2,14400.0,4581.01,Online
ORD10351,2025-11-19,CUST1091,Jaipur,Clothing,Sneakers,2,2800,0.2,4480.0,1701.0,Online
ORD10352,2025-05-08,CUST1082,Gurgaon,Home & Kitchen,Cookware Set,5,3500,0.0,17500.0,4536.72,Store
ORD10353,2025-01-18,CUST1147,Chandigarh,Electronics,Monitor,1,12000,0.15,10200.0,3123.13,Store
ORD10354,2025-10-08,CUST1122,Noida,Furniture,Table Lamp,4,1800,0.0,7200.0,2633.75,Online
ORD10355,2025-08-11,CUST1194,Noida,Clothing,T-Shirt,2,900,0.2,1440.0,351.74,Online
ORD10356,2025-02-23,CUST1201,Delhi,Home & Kitchen,Mixer,2,4500,0.05,8550.0,3011.53,Online
ORD10357,2025-02-27,CUST1117,Gurgaon,Clothing,Sneakers,3,2800,0.15,7140.0,1802.31,Online
ORD10358,2025-11-19,CUST1012,Noida,Furniture,Desk,3,11000,0.05,31350.0,11839.6,Online
ORD10359,2025-12-26,CUST1062,Delhi,Electronics,Laptop,5,55000,0.05,261250.0,51720.47,Online
ORD10360,2025-06-23,CUST1021,Jaipur,Home & Kitchen,Air Fryer,1,7000,0.0,7000.0,2565.66,Online
ORD10361,2025-10-07,CUST1073,Ghaziabad,Electronics,Headphones,4,2500,0.1,9000.0,3280.29,Store
ORD10362,2025-04-24,CUST1195,Noida,Clothing,Jeans,4,1800,0.15,6120.0,1348.38,Store
ORD10363,2025-10-15,CUST1250,Noida,Clothing,Sneakers,1,2800,0.1,2520.0,664.17,Online
ORD10364,2025-12-08,CUST1167,Gurgaon,Furniture,Desk,4,11000,0.15,37400.0,9062.73,Store
ORD10365,2025-05-31,CUST1065,Delhi,Clothing,Sneakers,5,2800,0.15,11900.0,4415.43,Online
ORD10366,2025-05-07,CUST1146,Faridabad,Electronics,Monitor,3,12000,0.2,28800.0,7964.7,Online
ORD10367,2025-06-04,CUST1038,Ghaziabad,Clothing,Jacket,3,3200,0.1,8640.0,2745.42,Store
ORD10368,2025-09-30,CUST1031,Faridabad,Electronics,Headphones,4,2500,0.15,8500.0,2278.53,Online
ORD10369,2025-04-14,CUST1088,Noida,Home & Kitchen,Mixer,2,4500,0.2,7200.0,2406.98,Online
ORD10370,2025-10-26,CUST1174,Jaipur,Clothing,Jacket,5,3200,0.15,13600.0,4897.9,Online
ORD10371,2025-09-03,CUST1006,Noida,Home & Kitchen,Bedsheet,3,1600,0.05,4560.0,1372.16,Online
ORD10372,2025-06-25,CUST1125,Ghaziabad,Home & Kitchen,Air Fryer,5,7000,0.05,33250.0,6649.45,Store
ORD10373,2025-02-08,CUST1196,Gurgaon,Clothing,Sneakers,5,2800,0.1,12600.0,2549.22,Store
ORD10374,2025-06-19,CUST1175,Jaipur,Clothing,T-Shirt,1,900,0.2,720.0,232.07,Store
ORD10375,2025-09-04,CUST1233,Delhi,Electronics,Laptop,5,55000,0.15,233750.0,43004.9,Online
ORD10376,2025-01-26,CUST1179,Noida,Electronics,Headphones,5,2500,0.2,10000.0,2132.7,Store
ORD10377,2025-12-21,CUST1085,Jaipur,Electronics,Headphones,5,2500,0.1,11250.0,3876.37,Online
ORD10378,2025-11-02,CUST1068,Noida,Clothing,Sneakers,5,2800,0.15,11900.0,2544.96,Online
ORD10379,2025-01-13,CUST1098,Noida,Clothing,Sneakers,5,2800,0.1,12600.0,4408.69,Store
ORD10380,2025-11-12,CUST1082,Jaipur,Electronics,Smartphone,5,22000,0.0,110000.0,25639.29,Online
ORD10381,2025-11-09,CUST1085,Faridabad,Furniture,Table Lamp,2,1800,0.1,3240.0,1100.75,Online
ORD10382,2025-02-05,CUST1064,Noida,Electronics,Laptop,5,55000,0.15,233750.0,46425.42,Online
ORD10383,2025-06-22,CUST1246,Ghaziabad,Electronics,Headphones,3,2500,0.2,6000.0,1729.84,Store
ORD10384,2025-01-20,CUST1020,Delhi,Clothing,Jacket,4,3200,0.2,10240.0,2264.66,Store
ORD10385,2025-11-17,CUST1154,Faridabad,Clothing,Jeans,4,1800,0.0,7200.0,1369.28,Store
ORD10386,2025-09-21,CUST1161,Jaipur,Electronics,Monitor,2,12000,0.15,20400.0,6586.0,Store
ORD10387,2025-05-22,CUST1243,Gurgaon,Furniture,Bookshelf,3,6000,0.1,16200.0,3179.3,Online
ORD10388,2025-05-23,CUST1179,Chandigarh,Electronics,Smartphone,5,22000,0.1,99000.0,29549.83,Online
ORD10389,2025-04-02,CUST1073,Faridabad,Home & Kitchen,Air Fryer,4,7000,0.2,22400.0,6377.35,Online
ORD10390,2025-12-20,CUST1072,Noida,Electronics,Laptop,1,55000,0.0,55000.0,17617.22,Online
ORD10391,2025-11-18,CUST1175,Jaipur,Furniture,Desk,3,11000,0.1,29700.0,11103.11,Online
ORD10392,2025-10-15,CUST1067,Jaipur,Home & Kitchen,Air Fryer,2,7000,0.2,11200.0,4187.57,Store
ORD10393,2025-08-03,CUST1152,Noida,Clothing,Jeans,5,1800,0.15,7650.0,1676.21,Store
ORD10394,2025-12-08,CUST1008,Gurgaon,Home & Kitchen,Cookware Set,1,3500,0.1,3150.0,568.37,Online
ORD10395,2025-02-20,CUST1037,Delhi,Furniture,Table Lamp,3,1800,0.0,5400.0,1682.88,Online
ORD10396,2025-06-02,CUST1201,Chandigarh,Furniture,Office Chair,5,8500,0.2,34000.0,7330.9,Online
ORD10397,2025-07-05,CUST1023,Delhi,Electronics,Monitor,3,12000,0.05,34200.0,12281.88,Store
ORD10398,2025-03-04,CUST1003,Jaipur,Home & Kitchen,Cookware Set,4,3500,0.1,12600.0,3908.97,Store
ORD10399,2025-07-09,CUST1083,Noida,Home & Kitchen,Mixer,5,4500,0.05,21375.0,8096.47,Store
ORD10400,2025-05-05,CUST1234,Faridabad,Home & Kitchen,Bedsheet,2,1600,0.0,3200.0,895.6,Store
ORD10401,2025-05-30,CUST1013,Chandigarh,Furniture,Desk,4,11000,0.05,41800.0,15274.54,Online
ORD10402,2025-11-10,CUST1206,Jaipur,Clothing,Sneakers,2,2800,0.1,5040.0,1105.29,Online
ORD10403,2025-02-27,CUST1145,Delhi,Clothing,Jacket,5,3200,0.2,12800.0,2707.89,Store
ORD10404,2025-12-08,CUST1019,Delhi,Furniture,Office Chair,5,8500,0.2,34000.0,11460.53,Online
ORD10405,2025-11-01,CUST1200,Jaipur,Furniture,Desk,1,11000,0.05,10450.0,2746.54,Store
ORD10406,2025-06-29,CUST1244,Ghaziabad,Electronics,Monitor,2,12000,0.05,22800.0,5408.38,Store
ORD10407,2025-06-19,CUST1008,Gurgaon,Home & Kitchen,Air Fryer,4,7000,0.2,22400.0,4404.77,Store
ORD10408,2025-11-22,CUST1127,Noida,Furniture,Bookshelf,2,6000,0.05,11400.0,2453.79,Online
ORD10409,2025-09-28,CUST1250,Ghaziabad,Clothing,Sneakers,1,2800,0.0,2800.0,1063.92,Store
ORD10410,2025-02-23,CUST1134,Ghaziabad,Electronics,Headphones,1,2500,0.05,2375.0,680.69,Store
ORD10411,2025-04-11,CUST1065,Noida,Clothing,T-Shirt,5,900,0.15,3825.0,1375.55,Online
ORD10412,2025-09-21,CUST1100,Gurgaon,Clothing,T-Shirt,3,900,0.05,2565.0,813.95,Online
ORD10413,2025-02-22,CUST1112,Faridabad,Electronics,Smartphone,5,22000,0.1,99000.0,19603.13,Online
ORD10414,2025-03-01,CUST1157,Delhi,Furniture,Office Chair,1,8500,0.05,8075.0,3000.2,Store
ORD10415,2025-04-18,CUST1213,Ghaziabad,Clothing,Jacket,1,3200,0.05,3040.0,1070.62,Online
ORD10416,2025-01-05,CUST1011,Delhi,Home & Kitchen,Mixer,5,4500,0.0,22500.0,7297.02,Store
ORD10417,2025-04-13,CUST1211,Noida,Home & Kitchen,Air Fryer,1,7000,0.0,7000.0,2512.49,Store
ORD10418,2025-07-15,CUST1048,Chandigarh,Furniture,Office Chair,2,8500,0.0,17000.0,5235.83,Store
ORD10419,2025-09-19,CUST1146,Jaipur,Home & Kitchen,Bedsheet,1,1600,0.1,1440.0,415.38,Online
ORD10420,2025-12-31,CUST1013,Gurgaon,Clothing,Sneakers,1,2800,0.15,2380.0,495.54,Online
ORD10421,2025-12-16,CUST1073,Jaipur,Home & Kitchen,Mixer,4,4500,0.05,17100.0,5772.98,Online
ORD10422,2025-02-16,CUST1173,Ghaziabad,Furniture,Desk,1,11000,0.15,9350.0,2285.49,Store
ORD10423,2025-12-21,CUST1070,Faridabad,Clothing,T-Shirt,4,900,0.05,3420.0,795.43,Store
ORD10424,2025-11-07,CUST1235,Noida,Furniture,Office Chair,4,8500,0.0,34000.0,6866.54,Online
ORD10425,2025-11-04,CUST1047,Ghaziabad,Clothing,T-Shirt,1,900,0.05,855.0,231.91,Store
ORD10426,2025-05-24,CUST1002,Jaipur,Home & Kitchen,Cookware Set,5,3500,0.2,14000.0,2769.01,Online
ORD10427,2025-09-26,CUST1111,Jaipur,Electronics,Monitor,2,12000,0.1,21600.0,6078.82,Online
ORD10428,2025-05-04,CUST1228,Gurgaon,Clothing,Sneakers,4,2800,0.2,8960.0,2573.14,Store
ORD10429,2025-04-16,CUST1016,Chandigarh,Clothing,Jeans,1,1800,0.15,1530.0,442.19,Online
ORD10430,2025-06-07,CUST1246,Ghaziabad,Furniture,Table Lamp,4,1800,0.05,6840.0,1426.65,Store
ORD10431,2025-05-27,CUST1135,Ghaziabad,Clothing,Jacket,1,3200,0.05,3040.0,1044.7,Online
ORD10432,2025-05-25,CUST1012,Noida,Electronics,Laptop,2,55000,0.15,93500.0,23527.22,Online
ORD10433,2025-04-30,CUST1201,Noida,Electronics,Monitor,5,12000,0.15,51000.0,10739.98,Store
ORD10434,2025-11-15,CUST1132,Noida,Electronics,Laptop,1,55000,0.2,44000.0,13217.55,Online
ORD10435,2025-10-02,CUST1205,Chandigarh,Clothing,T-Shirt,5,900,0.05,4275.0,1108.69,Store
ORD10436,2025-04-02,CUST1104,Delhi,Furniture,Bookshelf,4,6000,0.05,22800.0,6009.13,Online
ORD10437,2025-02-27,CUST1032,Faridabad,Furniture,Office Chair,4,8500,0.05,32300.0,8109.94,Store
ORD10438,2025-12-12,CUST1199,Gurgaon,Clothing,T-Shirt,1,900,0.1,810.0,190.25,Online
ORD10439,2025-08-17,CUST1083,Noida,Clothing,Jeans,1,1800,0.05,1710.0,542.02,Online
ORD10440,2025-04-27,CUST1065,Delhi,Furniture,Office Chair,4,8500,0.15,28900.0,7266.51,Online
ORD10441,2025-11-14,CUST1233,Jaipur,Electronics,Monitor,4,12000,0.0,48000.0,9694.65,Store
ORD10442,2025-10-06,CUST1052,Delhi,Clothing,Jeans,1,1800,0.05,1710.0,647.12,Online
ORD10443,2025-05-07,CUST1226,Chandigarh,Furniture,Table Lamp,1,1800,0.05,1710.0,546.54,Store
ORD10444,2025-05-09,CUST1134,Jaipur,Home & Kitchen,Mixer,2,4500,0.2,7200.0,1350.27,Store
ORD10445,2025-02-27,CUST1223,Jaipur,Furniture,Desk,2,11000,0.05,20900.0,7188.31,Online
ORD10446,2025-05-02,CUST1108,Delhi,Home & Kitchen,Cookware Set,5,3500,0.15,14875.0,2981.92,Online
ORD10447,2025-01-01,CUST1095,Faridabad,Home & Kitchen,Bedsheet,3,1600,0.2,3840.0,1054.29,Store
ORD10448,2025-08-27,CUST1048,Noida,Furniture,Desk,1,11000,0.15,9350.0,1773.83,Store
ORD10449,2025-10-17,CUST1089,Gurgaon,Home & Kitchen,Cookware Set,1,3500,0.15,2975.0,976.07,Online
ORD10450,2025-04-06,CUST1108,Noida,Furniture,Bookshelf,2,6000,0.05,11400.0,4299.65,Online
ORD10451,2025-05-06,CUST1043,Ghaziabad,Clothing,Jacket,5,3200,0.05,15200.0,3653.13,Store
ORD10452,2025-04-28,CUST1222,Faridabad,Electronics,Headphones,2,2500,0.2,4000.0,836.62,Online
ORD10453,2025-02-17,CUST1187,Faridabad,Home & Kitchen,Cookware Set,1,3500,0.1,3150.0,777.04,Store
ORD10454,2025-03-30,CUST1074,Faridabad,Electronics,Headphones,5,2500,0.15,10625.0,4011.78,Online
ORD10455,2025-08-25,CUST1213,Gurgaon,Clothing,Sneakers,4,2800,0.05,10640.0,2330.69,Store
ORD10456,2025-09-29,CUST1155,Delhi,Furniture,Table Lamp,2,1800,0.1,3240.0,1066.72,Online
ORD10457,2025-07-08,CUST1228,Delhi,Electronics,Smartphone,4,22000,0.2,70400.0,26745.77,Store
ORD10458,2025-07-11,CUST1160,Delhi,Furniture,Table Lamp,3,1800,0.05,5130.0,930.32,Online
ORD10459,2025-03-10,CUST1117,Jaipur,Furniture,Bookshelf,1,6000,0.1,5400.0,1628.15,Online
ORD10460,2025-10-05,CUST1017,Gurgaon,Electronics,Smartphone,1,22000,0.1,19800.0,6432.83,Online
ORD10461,2025-12-15,CUST1082,Faridabad,Electronics,Monitor,5,12000,0.15,51000.0,13526.82,Online
ORD10462,2025-09-04,CUST1148,Faridabad,Electronics,Headphones,1,2500,0.05,2375.0,485.76,Online
ORD10463,2025-03-17,CUST1133,Gurgaon,Clothing,Jeans,3,1800,0.1,4860.0,1116.08,Online
ORD10464,2025-06-03,CUST1068,Ghaziabad,Electronics,Laptop,2,55000,0.2,88000.0,29481.93,Store
ORD10465,2025-05-24,CUST1026,Noida,Clothing,Jacket,3,3200,0.2,7680.0,2124.75,Online
ORD10466,2025-03-27,CUST1149,Jaipur,Home & Kitchen,Mixer,4,4500,0.05,17100.0,3445.45,Store
ORD10467,2025-07-04,CUST1116,Ghaziabad,Furniture,Bookshelf,2,6000,0.15,10200.0,2861.02,Online
ORD10468,2025-10-12,CUST1046,Faridabad,Furniture,Table Lamp,1,1800,0.1,1620.0,423.21,Store
ORD10469,2025-08-08,CUST1227,Ghaziabad,Clothing,T-Shirt,3,900,0.15,2295.0,736.58,Online
ORD10470,2025-03-10,CUST1221,Gurgaon,Electronics,Smartphone,3,22000,0.2,52800.0,12389.53,Store
ORD10471,2025-02-16,CUST1181,Faridabad,Electronics,Smartphone,2,22000,0.0,44000.0,12643.02,Online
ORD10472,2025-04-04,CUST1057,Ghaziabad,Home & Kitchen,Mixer,5,4500,0.2,18000.0,4084.03,Online
ORD10473,2025-08-26,CUST1135,Chandigarh,Clothing,Sneakers,5,2800,0.0,14000.0,2595.38,Store
ORD10474,2025-07-23,CUST1179,Jaipur,Furniture,Office Chair,5,8500,0.15,36125.0,12062.74,Online
